,income
517,1
47143,1
40272,0
43743,0
6760,1
14887,1
48551,1
11645,1
38016,1
21498,1
2606,1
4710,1
25727,1
11882,1
9046,1
44306,1
16158,1
46371,0
35601,0
26573,1
12274,1
7130,1
27180,1
42864,1
16822,1
13257,1
10029,1
26629,1
29841,1
17605,1
17172,0
4621,1
42957,1
27459,1
17971,1
2007,1
16699,0
22735,0
2538,0
7395,1
29476,1
29057,0
42604,1
25252,1
26058,1
39688,1
33633,1
18785,1
42179,1
44086,0
23439,0
33565,1
15302,1
29818,1
34322,1
40044,0
633,0
15799,1
2580,0
17129,1
33110,0
31555,1
39923,0
2141,1
42652,1
24771,1
10211,0
4453,1
33550,1
15678,1
43313,1
35618,1
44214,0
1202,1
36096,1
16612,1
40675,1
10719,0
19381,1
27287,1
4596,1
27034,1
10292,1
20331,1
27218,0
42043,0
9589,0
29266,0
2104,1
39560,0
46062,1
28886,1
31201,1
28404,1
24805,1
16188,0
36964,1
35128,1
5484,1
41282,1
37222,1
36022,1
34041,1
19268,1
43103,0
23451,1
19867,1
41968,0
37134,1
32338,1
8470,1
1303,1
21369,1
20360,1
23239,1
14814,0
42911,1
24896,1
6387,1
40135,1
16330,1
40166,0
26217,0
20566,1
11366,1
33062,1
19792,1
33333,1
1402,1
40314,1
19823,1
13991,0
2730,1
2638,0
34422,1
38046,0
26032,1
25284,1
10194,1
21509,1
27905,1
30409,1
41546,1
23134,1
30365,0
1596,1
38598,0
43875,1
19329,1
34391,0
15035,0
47556,1
1052,0
30249,0
35616,0
31342,1
28526,1
724,0
9526,1
9361,1
43493,0
5596,1
45803,1
27525,0
39370,0
23792,0
37589,1
24445,1
18036,1
4802,1
34808,1
25720,1
29632,1
11754,0
25149,0
34024,1
26822,0
40203,1
13061,1
43841,1
37858,1
32748,1
17952,1
34346,0
22204,0
1658,1
7160,1
45506,1
25169,1
27900,1
30305,1
19223,1
30812,1
30975,0
47855,1
17681,1
2999,1
2326,1
20580,1
516,1
44140,1
14318,1
31006,0
47826,1
36051,1
30302,0
45211,1
41989,1
17036,1
13653,1
43665,1
32823,1
24300,0
5762,1
35069,1
12432,1
6823,0
36797,1
47033,1
18351,1
33266,1
47240,1
37397,1
37881,1
34766,1
5614,0
41329,0
16029,1
19167,1
32664,1
16019,1
7225,1
7527,1
755,1
13435,1
8818,1
43227,1
43921,1
11238,0
9051,1
24648,1
38967,1
45307,1
11566,1
25685,1
25740,1
11087,1
16056,1
19726,0
10378,1
19842,0
35223,1
6915,1
34291,1
39514,1
10637,0
31625,1
24408,1
43217,1
6871,1
24574,1
46382,0
13611,1
12883,1
31281,1
29053,0
34356,0
2818,1
7826,0
46911,0
30217,0
10190,1
33921,0
47734,1
14071,1
41130,1
16860,1
1132,1
23770,1
17779,1
18985,1
31521,1
40662,1
40565,1
47624,1
35547,1
38884,1
13345,0
27338,1
44878,1
877,1
24934,1
35000,0
45428,1
27465,1
42958,0
5800,1
24213,1
16901,1
40254,1
39958,1
41798,1
43505,0
11539,0
28853,1
2785,1
40383,1
24750,1
10310,1
1490,1
48034,1
17212,1
25039,0
26521,1
40759,1
10305,1
23123,1
25299,1
26652,1
48385,0
19913,1
47590,1
2584,1
3991,1
45807,1
40572,1
40339,1
7499,0
39414,0
16286,1
21302,1
31915,1
35702,0
10197,1
48184,1
23144,1
2464,1
27211,1
24753,1
16539,0
10313,1
40049,1
36055,1
35668,1
33357,1
11608,1
20738,1
13674,0
14043,1
35518,1
28699,1
30986,1
34114,1
45140,0
37050,1
12806,1
25447,1
9298,1
29696,0
47596,1
15475,0
47934,1
26454,1
33944,1
20593,0
13480,0
17021,1
33733,1
17405,1
48081,1
29535,0
21147,0
12933,0
8093,1
28244,0
915,0
30294,1
29828,1
4888,0
6386,1
22324,1
42209,1
34922,1
9939,0
34177,1
48238,1
5690,1
26751,1
36006,1
8078,1
28694,1
46687,1
45816,1
38201,1
2524,1
10772,1
9737,1
31439,1
10989,0
20855,1
41094,1
10614,1
22162,1
45828,0
11846,1
45420,1
41794,1
30612,1
28036,1
37543,1
44853,0
47495,1
8409,0
3720,1
45162,1
38963,1
44746,1
25528,1
22435,1
6448,1
21440,1
7797,1
19561,1
23419,0
37433,0
35376,0
12500,1
28541,1
9356,1
29733,0
38404,1
10338,1
31813,1
26478,0
37001,1
36756,1
18376,1
1799,1
22555,0
29321,1
37616,1
34086,1
38725,0
2923,1
25178,0
24945,1
44258,1
2109,0
30392,1
42458,1
3296,1
35234,0
18604,1
44590,1
7124,1
26398,1
42675,0
25618,0
45123,1
15650,1
36266,1
25642,1
35271,1
19895,0
42392,1
32242,1
10846,1
24226,1
13941,0
32933,1
24132,1
28688,1
46880,0
40026,1
19549,0
30989,1
9991,1
28868,0
28580,1
46742,0
28149,1
18345,1
21946,1
6445,1
43430,1
11086,1
32255,1
20572,0
35946,1
12041,1
22265,1
35094,1
47949,1
21377,1
10690,1
47326,1
19094,1
35765,1
41270,1
40102,1
32794,0
19122,1
5599,0
44073,1
32215,1
36638,1
48185,1
44960,1
24531,1
21754,0
47213,1
326,1
47499,1
6327,1
4842,1
21823,1
14317,1
19221,1
19091,1
45878,0
37017,1
33455,0
13828,1
44309,0
17122,0
20606,1
32804,1
42961,1
36950,1
22251,0
36754,1
45790,0
18803,1
15763,1
31697,0
27108,1
20010,0
12689,0
20179,1
37182,1
25683,1
792,1
33077,1
2474,1
23374,1
21930,1
26903,0
36364,0
12364,1
18554,1
25116,1
11269,1
25800,0
46573,0
40919,1
20025,0
25442,1
29889,0
38090,1
19551,1
20367,1
30540,1
28637,1
17771,0
13255,1
14312,1
17680,1
15663,1
38804,1
3308,1
7904,1
28744,1
25815,0
34243,1
21632,1
41931,1
28595,1
30165,1
21423,1
21653,1
25085,1
41765,1
42286,1
39939,1
27427,0
1091,0
10561,1
48469,1
48104,1
19741,1
3119,1
45570,1
6110,1
34082,1
18906,0
29538,1
42577,1
43052,0
21348,1
14496,1
18973,1
48259,1
37992,1
21175,1
9949,1
24763,1
45996,1
37284,1
30853,1
13961,0
24450,0
47961,1
22752,1
15267,1
20012,1
11821,1
10770,1
5350,1
20835,1
4508,1
21697,1
30846,1
12783,1
10192,0
38389,1
37414,1
40000,1
9094,1
26198,1
16228,1
40389,0
2401,1
3848,0
48190,0
19945,0
9687,1
35552,1
14891,1
2688,1
28725,1
17487,1
16151,0
43957,0
5309,0
45909,1
722,1
48187,1
4789,1
739,0
45084,1
95,1
22919,0
38577,1
24858,0
6762,1
10217,1
36699,0
24903,1
44200,1
33470,1
14536,1
22693,1
38064,0
39747,1
4880,0
22861,0
15615,1
30745,1
17548,0
47508,1
14941,1
35968,1
33130,1
33985,1
24732,0
25676,1
15845,1
13887,1
39108,1
35900,1
24279,0
43522,1
37491,1
44539,1
13665,1
26536,1
15177,1
48145,0
45097,1
26773,1
46607,1
46705,0
3088,1
36851,1
5571,1
1696,1
36221,1
30518,1
20274,1
9969,1
35067,1
5108,0
40120,1
934,0
19206,1
10060,0
7627,1
38560,1
39811,1
40521,1
31770,1
29811,1
712,1
26451,1
45769,1
48550,0
21705,0
16414,1
31414,1
749,1
29168,0
7851,0
41735,1
43503,1
26200,1
33269,0
8786,1
2186,1
9445,1
25510,1
30937,1
47670,0
1682,0
20941,1
32965,1
36750,1
24502,1
38236,1
26984,1
7751,1
999,0
14576,1
37431,1
25959,1
30834,1
12746,0
32988,1
38843,1
5693,1
43261,1
39788,1
34515,1
47382,1
4470,0
47465,1
33300,1
12194,0
18823,1
29983,0
12780,1
15483,1
6549,1
37165,0
39733,1
31486,0
44227,0
7442,1
24613,1
20071,0
39713,1
17310,1
45073,1
28994,1
490,1
8267,0
18670,1
48695,0
8198,0
24165,1
39955,1
33393,1
14195,1
42376,0
13463,0
20141,1
44421,1
8255,0
37949,1
1629,1
21925,1
36548,0
25821,1
20031,1
44722,1
43776,1
6765,0
23943,1
35555,1
38341,1
3638,1
2599,0
15553,0
4735,1
46112,1
1895,0
35714,1
44615,1
31287,1
14047,1
19545,1
36808,1
33225,1
25515,1
46391,1
7168,1
40953,0
44739,1
32212,1
10371,1
2884,1
43578,0
36231,1
11937,1
25322,1
14250,1
23351,1
9990,1
48511,1
8851,1
18002,1
518,1
15817,0
39813,1
33847,1
35098,1
46986,1
28635,1
31518,1
23463,1
12967,1
21924,1
19536,1
5727,0
39257,0
14937,1
47481,1
5794,0
28659,1
33175,1
561,0
30442,1
32247,0
30743,1
46773,1
12733,1
1078,1
1860,1
6311,1
5621,1
14186,1
26486,1
7707,1
5204,1
31270,1
33531,1
5687,1
15415,0
2282,0
47659,1
39366,1
29917,1
45794,0
5822,0
14968,0
13975,0
28630,1
7067,1
2416,1
22974,1
34937,1
17148,1
27716,1
42142,1
1455,1
34697,1
42274,0
36577,0
35489,1
43817,1
38168,1
24694,1
16169,1
383,1
21292,1
19015,1
36788,1
7693,1
17151,1
215,0
29497,1
33102,0
47662,0
5983,1
23034,1
28117,1
20287,1
17734,1
43317,0
35270,1
38342,0
18851,1
32546,1
21591,1
16081,0
42320,1
13565,1
28971,1
39193,0
11262,1
42242,1
42914,1
26377,1
33131,1
48343,1
16367,1
35693,1
17135,0
44342,1
6253,1
26429,0
21981,1
31645,0
21104,0
26287,1
8024,1
47661,1
2269,1
1421,1
9500,0
42854,1
39182,0
16161,1
27301,1
45907,0
29571,1
31937,1
6452,1
25374,1
31998,0
24365,1
28276,1
24295,0
21234,0
14813,1
28596,0
10813,0
10834,0
22431,1
23667,1
42092,1
14012,0
35915,1
44487,1
26841,0
16919,0
47675,1
35977,1
23235,1
38182,1
27880,1
26556,1
18157,1
39633,1
27439,0
39848,1
18076,0
10053,1
11673,1
28048,1
32025,0
36734,0
18755,1
31936,1
39543,1
3105,0
37501,1
48605,1
12716,1
25490,1
47438,1
17392,1
42432,0
4790,1
35620,0
42451,0
23028,0
17860,1
10703,1
25712,1
22065,1
1172,0
30892,1
4391,1
5386,1
28950,1
19465,1
43703,1
21486,1
48413,1
39197,1
28985,1
12718,1
27010,0
18688,1
27267,1
32440,0
46334,1
3000,1
47940,0
43814,1
33096,1
37239,1
36135,1
31820,1
26882,0
44772,0
15944,0
35551,1
47200,1
17464,1
38234,1
329,1
14748,1
9433,1
26387,1
36480,1
12678,1
24439,1
22552,1
32683,1
20554,1
20181,1
37376,0
7671,0
5888,1
6554,1
9845,1
6389,1
12491,1
565,1
16537,1
2517,0
22357,1
25470,1
23408,1
15000,1
36562,1
31581,0
23098,1
36387,1
2823,1
32677,1
28739,1
24744,0
4452,1
27392,1
31355,0
27833,1
46634,1
1113,1
25038,1
30690,0
24668,1
43076,1
5713,0
17461,1
42596,1
14878,1
8480,0
45761,1
28901,1
28613,0
14823,1
47746,1
42763,1
47916,1
48172,0
36610,1
29297,1
7825,1
46985,1
38054,0
16111,1
5262,1
22484,1
1393,1
10087,1
22816,1
48497,1
45268,1
30977,1
43762,1
14285,0
33388,1
10279,1
44693,1
28551,0
21135,0
40563,0
42673,1
14082,0
6525,1
9879,1
16226,1
41121,1
21450,1
43023,1
33838,0
29952,1
46574,1
27412,1
25144,1
18940,1
31049,1
30036,0
15525,1
2805,1
32801,1
33378,1
32535,1
34615,1
9811,1
36335,1
24877,1
33427,1
31817,1
2022,1
1387,0
31165,1
47618,1
18692,1
13964,1
29553,0
47518,0
27375,1
17341,1
11637,1
38399,1
3663,0
6371,1
3695,1
41146,1
11330,0
45624,0
31592,1
44344,1
37802,1
37724,1
6303,0
36299,0
24414,1
32186,1
12408,1
13401,1
27431,1
43887,1
32223,1
8612,1
10909,0
37863,1
23393,1
5759,1
46528,1
1276,0
31497,1
6692,1
433,0
38612,0
43060,1
35241,1
25552,1
18020,1
20433,1
45325,0
36286,1
39762,1
708,1
17347,1
33860,1
40020,1
14309,1
10984,1
18929,1
41343,0
29539,1
14956,0
32611,1
42342,0
26112,1
1246,0
45124,1
36861,0
47337,1
27618,1
4740,0
45994,1
21046,1
43773,1
30093,0
8031,0
29529,1
34746,1
18297,0
4394,1
38008,0
23204,1
22807,1
19531,0
9347,0
47566,0
41996,0
9071,1
17093,1
30210,1
14900,1
45424,1
48386,0
3086,1
26295,1
29182,0
23520,1
28431,1
14232,1
29126,1
39453,1
16406,1
8356,1
22502,1
15927,1
9142,0
14554,0
40820,1
9468,0
35458,1
12788,1
37438,1
30891,1
26929,0
46486,1
29080,1
40201,1
3211,1
31409,1
17848,1
35660,0
23455,1
38783,1
38718,1
16409,0
230,1
24899,1
15370,0
29568,1
24884,1
18719,1
31918,0
48002,1
4255,0
37628,1
20131,1
48611,1
13804,1
40192,1
8275,1
1887,0
371,1
31456,0
40740,1
38136,1
45368,1
20766,1
38996,0
40372,1
39744,1
33193,1
8769,1
7178,1
20831,1
2115,1
21501,0
19169,1
33075,1
45965,0
38214,1
47354,1
19886,1
46488,0
46728,1
28476,1
1853,1
4662,1
11484,0
19194,1
13640,1
30322,1
28334,1
35895,1
10902,1
37789,0
5579,1
41678,0
1899,1
31289,1
35927,0
34954,1
36526,0
22254,0
14096,0
2691,1
6185,1
15669,0
48545,1
26203,1
20997,1
41210,1
38150,0
18250,0
30913,0
7390,1
28713,1
24966,1
16113,0
33224,1
26863,1
28125,1
33952,1
9066,0
9406,1
3929,0
21965,1
42817,1
23050,1
18761,1
35149,1
37733,1
22260,1
32026,1
16558,1
43324,1
3021,0
3559,0
13678,1
4164,0
43786,1
1010,1
5227,0
37390,0
15851,1
41036,1
6856,1
34567,1
29260,1
17890,1
16580,1
31293,0
21307,0
38988,1
4931,1
13737,1
21994,1
10360,1
32297,0
5358,0
8493,1
5050,1
33030,1
20455,1
10783,1
11880,1
11653,1
37490,1
46953,0
31460,1
40765,1
43951,1
39463,0
14308,1
16269,0
14030,1
32939,1
12749,1
31806,1
9569,1
33984,1
14527,1
28352,1
36858,1
17055,1
3332,1
13859,1
45531,1
39980,0
33727,1
47836,1
1775,1
24870,1
11849,1
3875,1
41886,0
48050,1
29398,0
5993,1
48359,1
7070,1
7674,0
40468,1
32384,1
26791,1
1253,1
42052,1
31466,1
2936,1
38817,1
43072,1
31161,0
17183,1
21262,1
16426,1
22778,1
20596,1
22879,1
25320,0
38507,1
13457,0
4608,1
32618,0
44971,1
21301,0
12119,1
28076,0
28810,1
22843,1
30838,1
40215,1
20326,1
9200,0
340,1
31199,1
7766,1
33982,1
44869,1
22428,0
24273,1
37025,1
36379,1
32621,1
36640,1
39472,1
47327,1
18763,0
43554,1
40332,1
23794,1
6447,1
46387,1
13929,1
11847,0
10451,1
12367,1
24570,1
25499,1
13162,1
19256,1
18392,1
106,1
38782,1
1839,1
47923,0
33548,1
23279,0
44669,1
4748,1
18183,0
13704,1
22230,1
6758,0
30089,1
42681,1
15109,1
27308,1
27578,1
38982,1
46415,1
15429,1
44111,0
1004,1
22114,1
37187,0
31492,1
8707,1
28400,1
42819,0
36700,1
17226,0
816,1
27533,1
19160,1
20420,1
46034,1
15761,1
46592,1
33405,1
44995,1
23687,1
46502,1
39233,1
31738,1
5623,1
21117,1
21148,1
6159,1
10660,1
13445,1
33421,1
11021,0
41004,1
31570,1
11969,0
14612,1
14633,1
31617,1
40854,1
19719,1
2522,1
16293,1
38282,1
20537,0
6334,0
22104,1
37377,1
38991,1
23893,1
4902,1
45168,1
20962,1
24852,1
16515,1
541,1
10204,1
32286,1
5441,1
4892,1
7305,0
9042,1
15712,0
3023,1
45737,0
2006,1
27474,1
25072,0
44384,0
40484,1
8613,0
29588,1
24506,1
11588,1
28968,1
40785,1
28614,1
13716,1
11565,1
31268,1
44249,1
47990,1
28368,1
20450,1
14882,0
48836,1
31910,1
11413,1
32526,1
44642,1
28679,1
5207,1
27275,1
28274,1
20804,0
29176,0
13376,1
33265,1
2700,1
27149,0
61,1
17585,1
36159,1
48393,1
17701,0
39982,0
18898,0
31050,0
19109,1
14431,1
15225,0
18528,0
4932,0
16260,1
44016,0
11791,1
45475,1
16136,1
1236,1
15546,0
39489,1
17176,1
12169,1
46749,0
17782,1
27261,1
38021,1
31708,1
11085,1
30863,1
17643,1
40091,1
17263,1
47980,1
17869,1
12021,0
22392,1
32751,0
27489,1
5091,1
510,1
43469,1
6231,1
41648,1
1711,1
23440,1
23347,1
36664,1
31742,0
29198,1
12996,1
21777,1
2612,1
35284,1
16456,1
32603,1
14767,1
25824,1
24005,1
35119,1
28439,1
8702,1
42805,0
28317,1
1934,1
46751,0
37109,1
20931,1
15364,1
2173,1
5994,1
28710,1
3014,0
20374,1
18979,1
14707,1
17092,0
116,1
12358,1
20706,1
30405,0
47824,1
294,1
1100,1
4982,1
16138,1
48111,1
33419,0
6706,1
18663,1
34935,1
30578,0
17136,0
13593,0
43711,1
22761,0
26416,1
28941,1
45237,0
28740,0
16085,1
16302,1
37456,1
42391,0
38908,1
27817,1
34851,0
15251,1
8937,1
11024,1
34767,1
7834,0
30070,1
27311,1
43208,0
9159,1
42959,1
18194,1
47522,1
22457,1
15196,1
2094,1
15014,1
44392,1
33739,1
22829,0
5507,0
10247,1
25343,1
36747,1
5133,1
10910,0
24726,1
13903,1
16665,1
21539,1
32224,1
12624,0
46765,0
19039,1
7720,1
33917,1
34166,1
28176,0
13607,1
42178,1
36872,1
4134,1
15199,0
47837,1
26800,1
500,1
45615,0
30555,1
36760,1
21756,1
37930,1
41298,1
47229,1
43158,1
16693,1
11533,1
10837,1
45925,1
2478,1
48760,1
13069,1
22460,1
24900,0
36535,0
6453,0
33972,1
34071,1
2412,1
13409,1
808,0
36980,1
34233,1
17480,1
24843,1
841,1
43475,1
35903,1
14435,1
40067,1
14477,1
37612,0
30636,1
45545,1
41139,1
32850,1
12092,0
3075,1
41659,0
45977,1
22298,1
4833,0
45981,0
37213,1
11962,0
16828,1
14473,1
8371,1
42615,1
30619,1
37063,1
8159,1
871,1
17163,0
42571,1
24241,1
5383,1
4371,1
3395,0
34227,1
40964,1
16149,1
37274,0
17309,1
45147,1
24388,1
46355,1
36037,1
29010,1
31908,1
29421,0
46352,1
22233,1
40379,1
20162,0
24820,1
39203,1
42954,1
35354,1
26160,1
40295,1
26255,1
35151,1
1333,1
38130,0
5183,1
45316,1
2096,1
15743,1
30779,1
44045,1
23068,1
45056,0
11784,0
4314,1
27088,1
47848,1
24996,1
8566,0
22236,1
18795,1
4366,0
23000,1
12355,0
8768,0
2349,1
13660,0
4070,1
42136,1
6066,0
21272,1
31479,1
46825,1
28492,1
43388,0
9459,1
39619,1
43860,1
29464,1
12311,0
12529,1
45932,0
32386,0
9425,0
23344,0
1286,0
2867,1
33000,0
34370,1
13485,1
43499,1
35919,1
38002,0
47177,1
34651,0
41107,1
29751,1
7005,1
23880,1
12876,0
625,1
4215,0
23614,1
14699,0
48718,0
26964,0
9206,1
21041,1
22607,1
37427,0
12570,1
44829,0
48042,1
35115,0
33200,1
30896,1
45638,1
45065,1
46271,1
44949,1
15885,1
47182,1
21991,1
391,1
19822,0
1599,1
11078,0
669,1
8153,1
45466,1
44820,1
34368,1
11775,1
42555,0
2185,1
23656,1
42271,1
13217,1
45853,1
10323,1
13781,0
5818,1
41677,1
15216,1
46623,1
43561,1
22808,1
33989,0
40016,0
24547,0
23318,0
26291,1
37632,1
14154,0
47946,1
48438,1
15034,0
16695,1
25034,1
9422,0
2383,1
6374,1
46110,1
10522,1
31044,1
41314,1
10986,0
36133,0
1993,1
46540,1
20350,1
4639,0
47303,1
25362,1
6064,1
39553,1
11170,0
19705,1
7098,1
10387,1
16805,0
27669,1
34596,1
10499,0
40526,1
10081,1
30807,0
17506,1
28996,0
35028,1
48078,1
31830,0
5570,0
35185,1
29048,1
3370,1
19860,1
1863,1
15940,0
43836,0
8578,1
32544,1
21695,1
27749,1
38248,1
20254,1
25130,1
47473,1
9192,1
33935,1
6893,1
3810,1
36977,1
13106,1
11919,0
43212,1
23740,1
1985,1
7197,1
23820,1
32824,1
656,1
39507,0
9081,1
47449,1
36564,1
12615,1
41842,1
23214,1
35078,0
38627,1
22589,1
4635,1
30609,0
43530,0
4680,0
42440,0
19800,1
21229,1
1108,0
42502,1
28612,1
29036,1
15148,1
48106,1
29116,1
44484,1
22399,0
2398,1
46530,1
8593,1
34163,1
29624,1
19282,0
18434,1
15999,1
16465,1
45539,1
14918,1
21415,1
42067,1
38462,1
24545,1
17877,1
14638,1
7479,1
47007,0
9769,0
28025,1
21162,1
12182,1
23942,0
37411,1
23334,0
7271,0
15755,1
15934,1
32399,0
36936,1
11632,1
27480,0
42541,1
47296,0
36150,1
41684,1
6681,1
27639,0
36050,0
603,1
47991,1
26496,1
5701,1
7413,0
32169,1
14820,1
32917,1
14570,0
30718,1
17346,0
29617,1
41249,1
28709,1
15452,1
30508,1
44428,1
43439,0
41470,1
20089,0
21658,0
28745,0
44311,1
43312,0
46263,1
16862,0
41248,1
13914,0
8453,1
41347,1
13153,1
8826,0
28770,1
18819,1
21142,1
10237,0
17748,1
35591,1
34640,1
13543,0
30148,1
27923,0
14859,1
19157,1
27148,1
37511,0
5025,1
9315,1
39045,1
21313,1
12065,1
21393,1
6156,1
2004,1
43182,0
36934,1
13097,1
40162,0
40872,1
20713,1
45311,1
43329,1
43822,1
12362,1
19014,0
41753,0
26899,0
6941,0
10158,1
34801,0
13834,1
15139,1
31953,0
34713,1
42383,1
37844,1
9892,1
23890,0
41197,1
27820,1
40410,1
36265,0
12266,0
17498,0
30118,0
31528,1
38557,1
11371,1
33021,1
35160,0
34415,1
2622,1
12825,1
39401,0
17800,1
26945,1
48485,1
29368,1
20281,1
5927,1
23335,1
40593,1
13083,1
17700,0
48629,0
40495,1
48007,1
29311,1
37486,1
41165,0
26837,1
32275,1
36313,1
22581,1
2135,1
2967,1
11804,1
4404,0
6994,0
28987,1
7758,1
19453,1
12360,1
8579,1
40053,0
13045,1
29805,1
33165,1
18402,1
28582,1
26579,1
34192,0
4175,1
13321,1
47152,1
5491,1
28765,1
19939,1
20918,0
10998,1
26004,0
15350,1
6955,1
32911,1
4743,1
39102,1
27068,1
12519,0
44394,1
2811,1
29502,1
24915,1
38378,1
19314,0
42799,1
5557,1
13279,1
18488,1
30499,1
48373,1
16641,1
22618,1
4854,1
12290,1
25226,0
21227,1
17490,1
26212,1
46482,1
28617,1
9062,0
21544,1
20285,0
24764,1
29186,1
38394,1
7224,1
43080,0
23422,0
21576,1
34301,0
27102,1
33386,1
22279,0
11818,1
4064,1
23454,1
46919,1
4823,1
12576,1
3661,1
17940,1
34348,1
7009,1
32392,1
27405,1
24046,1
9546,1
46115,0
7425,1
9437,1
10645,1
1609,1
46470,1
11033,0
1031,1
6432,1
7775,1
33627,1
32701,1
45698,1
17776,1
36842,1
15060,1
48522,1
35339,1
15355,1
40018,1
32858,1
42909,1
25576,0
38651,0
45264,0
35435,1
23857,0
17059,1
16418,0
20261,1
41181,1
16553,0
436,1
21428,1
26340,1
28787,1
40859,1
12740,1
48404,0
9064,1
24082,1
14472,1
9185,1
18587,1
10020,1
41386,1
8264,1
44895,1
24148,0
22333,1
39265,0
10117,1
28871,1
19641,1
13115,1
15656,1
19990,1
43878,1
25113,1
27043,1
40178,1
12586,1
17961,1
43315,1
40286,0
14549,1
5829,1
43065,1
34398,1
28108,1
6377,1
39513,1
9967,1
11368,1
34028,1
44548,1
40892,0
35823,1
28934,1
22336,1
9167,1
17538,0
40154,0
41656,1
40738,1
37888,1
47877,1
38957,1
17066,1
22379,1
9321,0
24466,1
20647,1
43767,1
19829,0
42134,1
37353,1
47664,1
43016,1
14531,1
31964,1
42004,1
44074,0
12565,0
13937,1
9471,1
16350,1
15136,1
33637,1
43945,1
24415,0
14946,1
33943,1
14056,1
12527,1
15642,0
39687,0
39572,1
18574,1
31022,1
16268,0
20677,1
13752,1
20789,1
14572,1
35405,1
30413,1
465,1
32581,0
39567,1
38074,1
10862,0
11178,0
31569,1
43793,1
33719,1
25048,1
34458,1
11277,1
4938,1
31843,1
3536,0
8197,1
17327,0
41517,1
14118,0
26311,1
20594,1
28261,0
35349,1
44888,1
346,1
27373,1
28358,1
30044,1
46080,1
39548,1
35892,1
31532,1
721,1
23951,1
38493,0
24953,1
16124,1
12963,1
23405,1
30378,1
20347,1
29487,1
42851,1
33397,1
19587,1
29820,1
44917,1
28280,1
8932,1
4143,0
47237,1
35048,1
5307,1
13688,1
25731,1
37570,0
21273,1
36823,1
5915,1
9266,1
30670,1
15354,1
18775,1
46221,1
33968,1
25336,0
26347,0
20939,1
33929,1
40623,0
36025,1
27530,1
23783,0
4548,1
18136,1
32189,1
2506,1
48113,0
13948,1
8991,1
18343,1
45525,1
37021,1
26754,1
4167,1
36899,0
14258,1
20843,0
35688,1
1238,1
5219,1
12268,1
6618,1
3664,0
6869,0
44355,1
26554,0
18821,1
676,1
43233,0
14924,1
20903,1
40566,1
12745,0
9183,1
5448,1
45464,0
37422,1
2681,1
41189,1
42298,0
35198,1
34275,1
36040,0
33161,0
39529,1
47119,1
23929,1
24115,1
21056,1
48154,1
40512,1
14026,1
7114,1
7734,1
24621,1
19021,1
17025,1
15513,0
31442,0
13190,1
38151,1
13506,0
32120,1
16954,1
13950,1
3249,0
16030,1
28378,0
27913,1
25190,0
45481,1
34754,1
32700,1
24355,1
16415,1
44340,1
4131,0
12154,1
21044,0
40234,1
26275,0
6718,1
44699,0
3617,1
46453,0
7358,1
3877,1
31652,0
23814,1
46667,0
40207,1
16284,0
44206,1
8098,1
44476,0
10420,1
42824,1
38856,0
9683,0
26206,0
21916,1
13862,0
20955,1
47155,1
10682,1
47116,1
45760,0
31702,1
8497,0
37686,1
19537,1
37138,0
6346,1
19234,1
15315,0
24019,1
13194,0
28433,0
17117,1
11683,1
34630,1
21035,1
32228,0
29797,1
1138,1
44220,0
18364,0
26137,1
15668,0
3194,1
12908,1
12279,0
21431,1
8471,0
34466,1
25240,1
39276,1
38518,1
36645,1
45776,1
22884,1
32902,1
5101,0
15833,1
39106,1
30795,1
42975,0
45269,1
102,1
46307,1
23601,1
29813,1
26517,1
29575,1
1135,0
35879,1
2957,1
45582,1
46884,1
21007,1
3155,0
17907,1
24075,1
47679,1
32464,0
45646,1
20644,1
47838,1
8557,1
15287,1
23304,0
37620,1
30535,1
24728,1
23600,0
9945,0
15937,1
11108,1
10755,1
16480,1
10914,1
25691,1
16392,1
20701,1
18273,1
7623,1
19003,1
16003,1
13280,1
13275,1
31227,0
43510,1
29692,1
4091,1
23959,1
45179,0
6885,1
31321,0
18261,1
19426,1
36179,1
43635,1
3174,1
45293,1
1317,1
27794,1
19908,1
2271,1
4059,1
26270,1
4229,1
8847,1
41638,1
35095,0
43667,1
31679,1
45945,0
29826,0
31579,1
10213,1
11656,1
926,1
21417,1
37910,1
27958,1
17772,1
39075,1
10153,1
3517,0
2895,1
10415,0
30940,1
7996,1
11773,1
48330,1
11191,0
14115,1
17819,1
29756,1
6777,1
42697,1
11050,1
21859,1
21411,1
8141,1
3428,1
24981,1
15419,1
26739,1
6454,1
12682,1
43170,1
19016,1
11447,1
25736,1
28342,0
35629,1
2056,0
11370,1
8457,1
17780,1
11492,1
48719,0
47346,0
6039,1
25228,1
26956,1
22346,1
42718,1
9849,1
45562,1
17573,0
16400,1
20332,1
17039,1
37408,1
21153,1
31148,0
11321,1
8151,0
16259,0
40427,1
34017,0
43798,1
33174,1
40519,1
42544,0
21355,1
22914,1
24637,1
23413,1
16102,0
21724,0
23069,1
2531,1
10556,1
10318,0
34743,1
4684,1
29903,1
3706,1
27838,0
18412,0
23197,1
43807,0
26235,1
5606,0
7195,1
26105,0
10880,1
31077,0
32800,1
4819,1
32882,1
19416,0
7747,1
28369,1
11659,1
25912,1
28073,1
12681,1
33602,0
30384,1
12253,1
38199,0
14982,1
30879,1
8421,1
41390,1
29585,0
45589,0
28826,1
21339,1
47853,1
32117,0
36434,1
30704,1
20375,1
